iter	Passed	Remaining
400	21141	31580
401	21194	31527
402	21246	31474
403	21297	31418
404	21347	31362
405	21398	31306
406	21447	31249
407	21495	31189
408	21546	31134
409	21597	31079
410	21648	31023
411	21699	30969
412	21750	30914
413	21800	30857
414	21850	30801
415	21901	30746
416	21950	30689
417	22002	30634
418	22052	30578
419	22105	30526
420	22205	30538
421	22274	30508
422	22348	30485
423	22399	30429
424	22449	30373
425	22503	30321
426	22553	30264
427	22602	30206
428	22652	30150
429	22705	30097
430	22752	30037
431	22802	29980
432	22853	29925
433	22902	29867
434	22952	29811
435	23005	29759
436	23053	29700
437	23107	29649
438	23156	29592
439	23205	29534
440	23251	29473
441	23304	29420
442	23355	29365
443	23404	29307
444	23454	29251
445	23510	29203
446	23559	29145
447	23610	29091
448	23658	29033
449	23711	28980
450	23759	28922
451	23808	28864
452	23860	28812
453	23910	28755
454	23963	28704
455	24009	28643
456	24061	28589
457	24111	28533
458	24159	28475
459	24209	28419
460	24261	28365
461	24309	28308
462	24375	28271
463	24424	28214
464	24475	28160
465	24526	28105
466	24576	28049
467	24625	27992
468	24675	27936
469	24726	27883
470	24775	27825
471	24823	27768
472	24872	27712
473	24926	27660
474	24977	27606
475	25028	27552
476	25078	27496
477	25130	27444
478	25182	27390
479	25232	27334
480	25282	27280
481	25330	27221
482	25382	27168
483	25432	27114
484	25484	27061
485	25536	27008
486	25590	26957
487	25640	26901
488	25690	26845
489	25742	26792
490	25793	26738
491	25844	26684
492	25893	26628
493	25943	26573
494	25991	26517
495	26043	26463
496	26092	26407
497	26142	26352
498	26192	26297
499	26242	26242
500	26295	26190
501	26343	26133
502	26392	26078
503	26441	26021
504	26492	25967
505	26540	25911
506	26587	25853
507	26637	25798
508	26686	25742
509	26736	25688
510	26786	25633
511	26835	25577
512	26870	25508
513	26918	25452
514	26969	25398
515	27020	25345
516	27072	25292
517	27127	25242
518	27179	25189
519	27234	25139
520	27286	25086
521	27337	25032
522	27388	24979
523	27435	24922
524	27487	24869
525	27536	24814
526	27587	24760
527	27635	24704
528	27682	24647
529	27730	24591
530	27779	24536
531	27828	24480
532	27876	24425
533	27926	24370
534	27975	24315
535	28023	24259
536	28070	24202
537	28118	24146
538	28167	24090
539	28216	24036
540	28265	23981
541	28315	23927
542	28365	23873
543	28411	23815
544	28459	23759
545	28507	23704
546	28556	23649
547	28606	23594
548	28653	23538
549	28702	23483
550	28750	23428
551	28799	23373
552	28847	23317
553	28895	23262
554	28942	23206
555	28989	23149
556	29037	23094
557	29086	23040
558	29135	22984
559	29184	22930
560	29233	22875
561	29281	22820
562	29329	22765
563	29380	22712
564	29429	22658
565	29478	22603
566	29530	22551
567	29578	22496
568	29627	22442
569	29676	22387
570	29728	22335
571	29777	22281
572	29831	22230
573	29880	22176
574	29930	22122
575	29981	22070
576	30033	22017
577	30081	21962
578	30130	21908
579	30179	21854
580	30230	21801
581	30279	21747
582	30328	21693
583	30379	21640
584	30430	21587
585	30483	21536
586	30534	21483
587	30583	21428
588	30633	21375
589	30685	21323
590	30737	21271
591	30787	21218
592	30839	21166
593	30889	21112
594	30939	21059
595	30991	21007
596	31038	20952
597	31088	20898
598	31137	20844
599	31185	20790
600	31245	20743
601	31298	20692
602	31365	20649
603	31416	20597
604	31469	20546
605	31536	20503
606	31592	20454
607	31669	20418
608	31742	20379
609	31813	20340
610	31869	20290
611	31924	20239
612	31980	20189
613	32032	20137
614	32084	20085
615	32132	20030
616	32183	19977
617	32235	19925
618	32283	19870
619	32333	19817
620	32381	19762
621	32431	19709
622	32485	19658
623	32537	19605
624	32588	19553
625	32645	19503
626	32691	19447
627	32743	19395
628	32790	19340
629	32841	19287
630	32893	19235
631	32941	19181
632	32989	19126
633	33038	19072
634	33093	19022
635	33141	18967
636	33198	18918
637	33250	18866
638	33307	18816
639	33357	18763
640	33404	18708
641	33459	18657
642	33509	18604
643	33562	18553
644	33612	18499
645	33660	18445
646	33709	18391
647	33761	18339
648	33808	18284
649	33854	18229
650	33904	18176
651	33953	18122
652	34002	18068
653	34053	18015
654	34104	17963
655	34151	17908
656	34198	17854
657	34249	17801
658	34301	17749
659	34352	17696
660	34401	17643
661	34455	17591
662	34504	17538
663	34555	17485
664	34607	17433
665	34657	17380
666	34705	17326
667	34755	17273
668	34808	17222
669	34856	17168
670	34904	17114
671	34953	17060
672	35000	17006
673	35047	16951
674	35095	16897
675	35142	16843
676	35196	16792
677	35246	16739
678	35294	16685
679	35345	16633
680	35392	16578
681	35444	16527
682	35496	16474
683	35548	16423
684	35595	16368
685	35645	16315
686	35693	16262
687	35744	16209
688	35791	16155
689	35842	16103
690	35892	16050
691	35941	15997
692	35990	15943
693	36041	15891
694	36090	15838
695	36138	15784
696	36186	15730
697	36239	15679
698	36290	15627
699	36340	15574
700	36396	15524
701	36448	15472
702	36513	15426
703	36565	15374
704	36616	15321
705	36670	15270
706	36719	15217
707	36772	15165
708	36823	15113
709	36877	15062
710	36930	15011
711	36977	14957
712	37025	14903
713	37077	14851
714	37127	14799
715	37175	14745
716	37224	14692
717	37272	14639
718	37324	14587
719	37376	14535
720	37429	14483
721	37480	14431
722	37530	14379
723	37577	14325
724	37625	14271
725	37676	14219
726	37726	14166
727	37776	14114
728	37826	14061
729	37876	14009
730	37923	13955
731	37970	13901
732	38025	13851
733	38074	13797
734	38126	13746
735	38174	13693
736	38226	13641
737	38272	13587
738	38323	13534
739	38370	13481
740	38421	13429
741	38469	13376
742	38519	13323
743	38567	13270
744	38616	13217
745	38668	13165
746	38717	13113
747	38767	13060
748	38819	13009
749	38868	12956
750	38917	12903
751	38969	12851
752	39021	12799
753	39072	12747
754	39122	12695
755	39171	12642
756	39221	12590
757	39270	12537
758	39324	12486
759	39372	12433
760	39424	12381
761	39475	12329
762	39528	12278
763	39580	12226
764	39630	12174
765	39679	12121
766	39728	12068
767	39779	12016
768	39828	11964
769	39877	11911
770	39922	11857
771	39969	11804
772	40013	11750
773	40062	11697
774	40111	11645
775	40161	11592
776	40208	11540
777	40257	11487
778	40309	11435
779	40356	11382
780	40410	11331
781	40459	11278
782	40514	11228
783	40564	11175
784	40612	11123
785	40661	11070
786	40712	11018
787	40760	10965
788	40809	10913
789	40859	10861
790	40906	10808
791	40954	10755
792	41007	10704
793	41054	10651
794	41104	10599
795	41155	10547
796	41203	10494
797	41250	10441
798	41304	10390
799	41354	10338
800	41404	10286
801	41457	10235
802	41517	10185
803	41575	10135
804	41626	10083
805	41678	10031
806	41728	9979
807	41783	9928
808	41835	9877
809	41890	9826
810	41940	9774
811	41999	9723
812	42053	9672
813	42107	9621
814	42161	9570
815	42213	9518
816	42270	9468
817	42340	9420
818	42400	9370
819	42453	9319
820	42510	9268
821	42576	9219
822	42630	9168
823	42696	9119
824	42753	9069
825	42800	9016
826	42851	8964
827	42903	8912
828	42954	8860
829	43002	8807
830	43052	8755
831	43105	8704
832	43154	8651
833	43204	8599
834	43256	8547
835	43311	8496
836	43360	8444
837	43409	8391
838	43461	8339
839	43515	8288
840	43566	8236
841	43620	8185
842	43668	8132
843	43720	8081
844	43776	8030
845	43826	7977
846	43878	7926
847	43927	7873
848	43977	7821
849	44025	7769
850	44074	7716
851	44124	7664
852	44173	7612
853	44221	7560
854	44272	7508
855	44323	7456
856	44376	7404
857	44427	7352
858	44479	7301
859	44529	7248
860	44580	7197
861	44631	7145
862	44682	7093
863	44731	7041
864	44780	6988
865	44827	6936
866	44876	6884
867	44927	6832
868	44976	6780
869	45025	6727
870	45074	6675
871	45124	6623
872	45172	6571
873	45222	6519
874	45271	6467
875	45321	6415
876	45370	6363
877	45441	6314
878	45492	6262
879	45544	6210
880	45600	6159
881	45649	6107
882	45697	6055
883	45748	6003
884	45800	5951
885	45851	5899
886	45901	5847
887	45948	5795
888	45996	5743
889	46044	5690
890	46093	5638
891	46142	5586
892	46191	5534
893	46242	5482
894	46292	5431
895	46341	5378
896	46394	5327
897	46446	5275
898	46498	5223
899	46546	5171
900	46592	5119
901	46644	5067
902	46701	5016
903	46759	4965
904	46810	4913
905	46865	4862
906	46915	4810
907	46964	4758
908	47015	4706
909	47066	4654
910	47114	4602
911	47166	4551
912	47220	4499
913	47279	4448
914	47334	4397
915	47393	4346
916	47453	4295
917	47508	4243
918	47562	4192
919	47619	4140
920	47673	4089
921	47729	4037
922	47785	3986
923	47843	3935
924	47897	3883
925	47951	3832
926	48003	3780
927	48056	3728
928	48103	3676
929	48151	3624
930	48200	3572
931	48247	3520
932	48299	3468
933	48353	3416
934	48404	3365
935	48455	3313
936	48509	3261
937	48556	3209
938	48607	3157
939	48658	3105
940	48709	3054
941	48763	3002
942	48815	2950
943	48863	2898
944	48912	2846
945	48964	2795
946	49014	2743
947	49067	2691
948	49116	2639
949	49164	2587
950	49218	2535
951	49267	2484
952	49317	2432
953	49369	2380
954	49421	2328
955	49473	2277
956	49524	2225
957	49575	2173
958	49625	2121
959	49676	2069
960	49726	2018
961	49774	1966
962	49823	1914
963	49871	1862
964	49928	1810
965	49984	1759
966	50036	1707
967	50084	1655
968	50134	1603
969	50184	1552
970	50235	1500
971	50285	1448
972	50334	1396
973	50387	1345
974	50438	1293
975	50489	1241
976	50543	1189
977	50597	1138
978	50645	1086
979	50700	1034
980	50755	983
981	50805	931
982	50853	879
983	50905	827
984	50958	776
985	51009	724
986	51063	672
987	51116	620
988	51170	569
989	51218	517
990	51268	465
991	51318	413
992	51384	362
993	51436	310
994	51494	258
995	51545	207
996	51597	155
997	51650	103
998	51702	51
999	51750	0
