iter	RMSE
121	0.160754102
122	0.1605770661
123	0.1603356935
124	0.160070046
125	0.1600396632
126	0.1597575617
127	0.1595579497
128	0.1594744643
129	0.1592364061
130	0.1590775056
131	0.1589383146
132	0.158757288
133	0.1585670769
134	0.1584334928
135	0.1582970133
136	0.1581792627
137	0.1579513779
138	0.1578034259
139	0.1576732809
140	0.1575323756
141	0.1573432173
142	0.157269398
143	0.1572584677
144	0.1570483642
145	0.1569040848
146	0.1567217343
147	0.1565137099
148	0.156470232
149	0.1564479461
150	0.1563213123
151	0.1561895216
152	0.1559421843
153	0.1557389274
154	0.1556349743
155	0.1555475784
156	0.1554518973
157	0.1553424824
158	0.1552006551
159	0.1551479932
160	0.1550319634
161	0.1550022131
162	0.1549493674
163	0.1548384911
164	0.1547046792
165	0.1545507453
166	0.1544604676
167	0.1543148973
168	0.1541904895
169	0.1541227613
170	0.1540214738
171	0.1539396737
172	0.1536519308
173	0.1535825414
174	0.1534126045
175	0.1532966622
176	0.1531944589
177	0.1531571736
178	0.152995997
179	0.1528125732
180	0.1527299869
181	0.1526762448
182	0.1525911519
183	0.1524407129
184	0.1523364004
185	0.1521861269
186	0.1520454584
187	0.1519970517
188	0.1518522745
189	0.1517138616
190	0.1516252945
191	0.1514399444
192	0.1513348587
193	0.1512008013
194	0.1510557547
195	0.1508732288
196	0.1507575471
197	0.150573179
198	0.1504305901
199	0.1502980752
200	0.1502594768
201	0.1501738958
202	0.1499350316
203	0.1498337096
204	0.1496487955
205	0.1494852354
206	0.1494030796
207	0.1492957552
208	0.1492349249
209	0.1491475916
210	0.1490666872
211	0.1489484193
212	0.1488281694
213	0.1488000808
214	0.1486082637
215	0.1485121814
216	0.1483775821
217	0.1481580533
218	0.1480478322
219	0.1478545618
220	0.1476676764
221	0.147592325
222	0.1475162289
223	0.1474509201
224	0.1474178758
225	0.1473647775
226	0.1471181815
227	0.1470799163
228	0.1469976828
229	0.1469478497
230	0.1468534785
231	0.1467353842
232	0.1465950151
233	0.1465165231
234	0.1463553418
235	0.1462284703
236	0.1460567454
237	0.1459789452
238	0.1458355001
239	0.1457939291
240	0.1457319169
241	0.1455712901
242	0.1455024035
243	0.1454060128
244	0.145269302
245	0.1451159477
246	0.1450373305
247	0.1448899747
248	0.1446911873
249	0.1446353717
250	0.1445358953
251	0.1444452714
252	0.1443074281
253	0.1442517457
254	0.1441400105
255	0.1440377468
256	0.1439887672
257	0.1438237855
258	0.1437722865
259	0.1436171797
260	0.1435272715
261	0.1434022242
262	0.1432816445
263	0.1431354015
264	0.1431020076
265	0.1430276887
266	0.1429163375
267	0.1428172722
268	0.1427257083
269	0.1426627154
270	0.1424922018
271	0.1424454706
272	0.1423768041
273	0.1422422269
274	0.1421683503
275	0.1420925409
276	0.1419935622
277	0.1418824731
278	0.1418123648
279	0.1416219764
280	0.141548607
281	0.1414865499
282	0.1413926944
283	0.1413057539
284	0.1411894649
285	0.1410395661
286	0.1410110599
287	0.1408273976
288	0.14074506
289	0.1406155649
290	0.1404759939
291	0.1403515692
292	0.1402646686
293	0.1400946634
294	0.1399496687
295	0.1397560854
296	0.1396422041
297	0.1395672427
298	0.1394904099
299	0.1393365434
300	0.1392895937
301	0.139168986
302	0.1390826641
303	0.1390263077
304	0.1388730861
305	0.1388404065
306	0.1388126995
307	0.1387415199
308	0.13866519
309	0.1385868933
310	0.1384166618
311	0.138317859
312	0.1382279918
313	0.1381774589
314	0.1380984848
315	0.1380209439
316	0.1379783766
317	0.1379125697
318	0.1378270897
319	0.1377030788
320	0.1376225287
321	0.1375639095
322	0.1374601988
323	0.1373059941
324	0.1371917602
325	0.1370912658
326	0.1370304061
327	0.1369594894
328	0.1369125799
329	0.1368730526
330	0.1368099441
331	0.1367471238
332	0.1366762931
333	0.1365865007
334	0.1365149649
335	0.1363375108
336	0.136226773
337	0.1361507375
338	0.1361226432
339	0.1360874935
340	0.1359731994
341	0.1358414438
342	0.1357590727
343	0.1356669893
344	0.1356338487
345	0.135540178
346	0.1354863521
347	0.1354132209
348	0.1352889789
349	0.1352353127
350	0.1352188266
351	0.1351338354
352	0.1351166502
353	0.1349455631
354	0.1348555247
355	0.134818179
356	0.1347742118
357	0.1347054158
358	0.1346564289
359	0.1345700345
360	0.1345319827
361	0.1344552018
362	0.1343523747
363	0.1343214536
364	0.1341514432
365	0.134049278
366	0.1339347102
367	0.1337998143
368	0.1336770194
369	0.1336293769
370	0.1335647231
371	0.1335373953
372	0.133448799
373	0.1333192097
374	0.1332320452
375	0.1331726393
376	0.1331301066
377	0.1330635452
378	0.132977481
379	0.1329020266
380	0.1328056656
381	0.1327217018
382	0.1326166812
383	0.1325850775
384	0.1324857939
385	0.1324538076
386	0.1323716833
387	0.1322950199
388	0.1322458269
389	0.1322083973
390	0.1321691123
391	0.1320320386
392	0.1320117448
393	0.1319236927
394	0.131782873
395	0.1317309003
396	0.13164365
397	0.1315319164
398	0.1314471259
399	0.1313919679
400	0.1313537479
401	0.1313293395
402	0.131257752
403	0.1312467502
404	0.131204546
405	0.131135033
406	0.1310630451
407	0.1309975277
408	0.1309558008
409	0.1309040305
410	0.1308854172
411	0.1308368907
412	0.1308068085
413	0.1307835224
414	0.1307135739
415	0.1306571656
416	0.1305960138
417	0.1305103702
418	0.1304005668
419	0.130350354
420	0.1303130811
421	0.1302632342
422	0.1302088511
423	0.130143254
424	0.1301326316
425	0.1299861384
426	0.1299254704
427	0.129858268
428	0.1298122254
429	0.1297839235
430	0.1297752479
431	0.1296988081
432	0.129589385
433	0.1295603676
434	0.1295479638
435	0.1294146183
436	0.1293303519
437	0.1292477663
438	0.1291870036
439	0.1290956095
440	0.1290149402
441	0.1288902811
442	0.1288377929
443	0.1287939017
444	0.1287228821
445	0.1286401633
446	0.1285064963
447	0.1284403108
448	0.1283975298
449	0.1283051612
450	0.1282516212
451	0.1282121359
452	0.1280592043
453	0.1279689928
454	0.1279130176
455	0.1278728291
456	0.1277703221
457	0.1276730978
458	0.1276146226
459	0.1275749204
460	0.1275361789
461	0.1274751296
462	0.1274409422
463	0.1273685187
464	0.1273055888
465	0.1272791421
466	0.1272600665
467	0.1271390653
468	0.1270744585
469	0.1270232541
470	0.1269481541
471	0.1269153857
472	0.1268646053
473	0.1267922948
474	0.1267339397
475	0.1266759585
476	0.1266718892
477	0.1265755893
478	0.126540805
479	0.1265282272
480	0.126515367
481	0.1264987834
482	0.1264525122
483	0.1263856058
484	0.1263683277
485	0.126292071
486	0.1262411579
487	0.1261705937
488	0.1261669587
489	0.1260848572
490	0.1260427625
491	0.1260037584
492	0.1259361524
493	0.1258653268
494	0.1257954994
495	0.1257732085
496	0.1256950477
497	0.1256712381
498	0.1255827674
499	0.1255508071
500	0.1254912876
501	0.1254884052
502	0.1254781663
503	0.1253885427
504	0.125349151
505	0.1252748443
506	0.1252256908
507	0.1252077909
508	0.1251607515
509	0.1251110115
510	0.1249949621
511	0.1249283569
512	0.1249185277
513	0.1248592368
514	0.1247927504
515	0.1247096711
516	0.1246572491
517	0.12460887
518	0.1245921746
519	0.1245735457
520	0.1245098505
521	0.1244769087
522	0.1244316753
523	0.124410928
524	0.1243376591
525	0.1242964195
526	0.1242447093
527	0.1241460452
528	0.1241430509
529	0.1240618726
530	0.1240317791
531	0.1239947632
532	0.1239579313
533	0.1239175094
534	0.123814232
535	0.12376583
536	0.1237307118
537	0.1236915704
538	0.1236088453
539	0.1235458494
540	0.123472211
541	0.1234242204
542	0.1233776174
543	0.12330109
544	0.1232141816
545	0.123118105
546	0.1230493012
547	0.1229782689
548	0.1229070241
549	0.1228534782
550	0.1228035733
551	0.1226840588
552	0.1226261911
553	0.1225758912
554	0.1225022156
555	0.1224641244
556	0.1224298853
557	0.1223753763
558	0.1223260075
559	0.1223048987
560	0.1222791979
561	0.1222475807
562	0.1221919854
563	0.1221027548
564	0.122043659
565	0.1220407958
566	0.1219776951
567	0.1219468802
568	0.1219180788
569	0.1218868132
570	0.1218199172
571	0.1217504883
572	0.121664558
573	0.1216095097
574	0.1215362778
575	0.1214379057
576	0.1213866154
577	0.1213705789
578	0.1213487918
579	0.1212743938
580	0.1212289618
581	0.1211503217
582	0.1211176705
583	0.1210844076
584	0.1210816915
585	0.1210728788
586	0.1210232128
587	0.1210216641
588	0.1209667786
589	0.1209346238
590	0.1209207367
591	0.1208526172
592	0.120772533
593	0.1207024254
594	0.1206514139
595	0.1206163436
596	0.1206120524
597	0.1205767045
598	0.120512556
599	0.1204450186
600	0.1204043871
601	0.1203631804
602	0.1203217255
603	0.1202558737
604	0.1201744194
605	0.120137632
606	0.1200650231
607	0.1200030564
608	0.1199396734
609	0.1198966243
610	0.1198193256
611	0.1197395371
612	0.119695457
613	0.1196539202
614	0.1195931918
615	0.1195293438
616	0.1194812962
617	0.1194311198
618	0.1194000572
619	0.1193522758
620	0.1193204013
621	0.1192904746
622	0.1192855187
623	0.1192429459
624	0.1191854203
625	0.1191361512
626	0.1191324607
627	0.1191222142
628	0.1190657368
629	0.1190401032
630	0.1190106657
631	0.1189649005
632	0.118944583
633	0.118919606
634	0.1188865567
635	0.1188371659
636	0.1187952024
637	0.1187673251
638	0.1187213221
639	0.1187183169
640	0.1186915539
641	0.1186289685
642	0.1185920766
643	0.1185651727
644	0.1185410394
645	0.1184419677
646	0.1183576676
647	0.1183249307
648	0.1182801345
649	0.1182774868
650	0.1181782592
651	0.1180601505
652	0.1179969439
653	0.1179574194
654	0.1179296506
655	0.1178849395
656	0.1178526273
657	0.1177695953
658	0.1176923176
659	0.1176297204
660	0.1175774122
661	0.1175537971
662	0.1175329467
663	0.1174460793
664	0.1174051287
665	0.1173546968
666	0.1172885649
667	0.1172628802
668	0.1172609899
669	0.1172596037
670	0.1172068193
671	0.1171291352
672	0.1170991951
673	0.1170514969
674	0.1169940464
675	0.1169549704
676	0.1169165043
677	0.1168616244
678	0.1168439859
679	0.116805559
680	0.1167637573
681	0.1167206992
682	0.1166262744
683	0.1165933615
684	0.1165442069
685	0.1164924833
686	0.1164858289
687	0.1163696345
688	0.1163443084
689	0.116279511
690	0.1162780465
691	0.1162460982
692	0.1162148728
693	0.116170583
694	0.1161208769
695	0.1160656603
696	0.1160302176
697	0.1159504446
698	0.1159162265
699	0.1158913944
700	0.115869067
701	0.1158572878
702	0.1158011824
703	0.1157787441
704	0.1157625684
705	0.1157306844
706	0.1156921868
707	0.1156751813
708	0.1156213805
709	0.1155856681
710	0.1155256665
711	0.1155028119
712	0.1154800214
713	0.1154139033
714	0.1153888021
715	0.1153052189
716	0.1152572463
717	0.1152032648
718	0.11517618
719	0.1151493995
720	0.1151080328
721	0.1150490777
722	0.1150451904
723	0.1150324996
724	0.1149529444
725	0.1149101679
726	0.114873526
727	0.1148441015
728	0.1148298083
729	0.1147964042
730	0.1147682987
731	0.1147264098
732	0.1146870717
733	0.1146293452
734	0.1145849772
735	0.1144858239
736	0.1144807798
737	0.1144792987
738	0.1144111521
739	0.1143931603
740	0.1143634767
741	0.1143623428
742	0.1143199413
743	0.1142552565
744	0.114215334
745	0.1141890505
746	0.1141087363
747	0.1140837042
748	0.1140725829
749	0.1140037593
750	0.1139642193
751	0.1139004444
752	0.1138538966
753	0.1138230472
754	0.1137837678
755	0.1137469816
756	0.1136916721
757	0.1136290612
758	0.1135659373
759	0.113536653
760	0.1134586869
761	0.1133850281
762	0.1133605647
763	0.1133313723
764	0.1133259486
765	0.1133003481
766	0.1132989241
767	0.1132031717
768	0.1131083329
769	0.1130771575
770	0.1130275761
771	0.1129926469
772	0.1129884015
773	0.1129473258
774	0.1129354718
775	0.1129325549
776	0.1128774507
777	0.1128409563
778	0.1128381132
779	0.1127710363
780	0.1127389521
781	0.1126941976
782	0.1126264859
783	0.1125952118
784	0.112546472
785	0.1124737481
786	0.1124370164
787	0.1124361561
788	0.1124020608
789	0.1123557324
790	0.1122935899
791	0.1122520012
792	0.1121823648
793	0.1121216898
794	0.1120826378
795	0.1120136153
796	0.1119600067
797	0.1118797381
798	0.1118373084
799	0.1118091317
800	0.1118057966
801	0.1117511318
802	0.1117045425
803	0.1116308126
804	0.1115695702
805	0.1115558264
806	0.1115029812
807	0.1114594654
808	0.1114202917
809	0.1113857987
810	0.1113267705
811	0.111297397
812	0.1112106907
813	0.1111300751
814	0.111100619
815	0.1110857707
816	0.1110815314
817	0.1110662351
818	0.1110394486
819	0.1109782819
820	0.1109413667
821	0.1108806175
822	0.1108525558
823	0.110816949
824	0.1107449767
825	0.1106521958
826	0.1106354715
827	0.1106026198
828	0.1106015149
829	0.1105854247
830	0.1105467239
831	0.1104897685
832	0.1104264476
833	0.1103186862
834	0.1102543862
835	0.1102532006
836	0.1102306092
837	0.1102133659
838	0.1101654075
839	0.1101294694
840	0.110050098
841	0.1100319442
842	0.1100260473
843	0.1099794191
844	0.1099127594
845	0.1098599492
846	0.1098242677
847	0.1098013337
848	0.1097535363
849	0.1096786303
850	0.1096536487
851	0.1096053924
852	0.1095801093
853	0.1095388194
854	0.1095068177
855	0.1094714169
856	0.1094463253
857	0.109412733
858	0.1093846497
859	0.1093569952
860	0.1093122242
861	0.109292219
862	0.1092331348
863	0.1092165649
864	0.1092044137
865	0.1091329452
866	0.1090827703
867	0.1089959399
868	0.1089226672
869	0.1088949222
870	0.1088019393
871	0.1087522668
872	0.1087509739
873	0.1087315629
874	0.1086418827
875	0.1085824862
876	0.1085536613
877	0.1085519271
878	0.1085219725
879	0.1085107625
880	0.1084565885
881	0.108421877
882	0.1084209538
883	0.108388945
884	0.1083791387
885	0.108346642
886	0.1082843006
887	0.1082178153
888	0.1081642754
889	0.1081435131
890	0.1081203508
891	0.10803516
892	0.1079945527
893	0.1079415868
894	0.10791342
895	0.1078757798
896	0.1078591401
897	0.1078131363
898	0.1077676602
899	0.1076957297
900	0.107695409
901	0.107666482
902	0.1076196695
903	0.1076163292
904	0.1075951048
905	0.1075723806
906	0.1075114186
907	0.1074733545
908	0.1073873601
909	0.107359193
910	0.1073024571
911	0.1072765692
912	0.1072392265
913	0.107209126
914	0.1071678154
915	0.1071434872
916	0.1071136241
917	0.1070757038
918	0.1070381978
919	0.1069329321
920	0.1068857867
921	0.1068524918
922	0.1068385107
923	0.1067817269
924	0.1067629128
925	0.1066979574
926	0.1066750227
927	0.1065841526
928	0.1065614452
929	0.1064923605
930	0.1064729111
931	0.1064388238
932	0.1064036499
933	0.1063659158
934	0.1062996594
935	0.1062982325
936	0.1062674373
937	0.1062135679
938	0.1061613606
939	0.1061363724
940	0.1060779175
941	0.1060469346
942	0.1060201841
943	0.1059971365
944	0.1059246732
945	0.1058956332
946	0.1058477801
947	0.1057789623
948	0.1057545629
949	0.105752161
950	0.1056773493
951	0.1056387994
952	0.1055951474
953	0.1055508317
954	0.1055203619
955	0.1054931085
956	0.1054190573
957	0.1053948353
958	0.1053240129
959	0.1052839444
960	0.1052757606
961	0.1052500033
962	0.1052096616
963	0.1051455018
964	0.1051015469
965	0.1050657917
966	0.1050404661
967	0.1050277494
968	0.1049836643
969	0.1049580117
970	0.1049086594
971	0.1048559942
972	0.104825649
973	0.1048152481
974	0.1047788199
975	0.104749837
976	0.1047092939
977	0.1046776835
978	0.1046107015
979	0.1045940676
980	0.1045713827
981	0.1045506438
982	0.1045261106
983	0.104499837
984	0.1044227111
985	0.1043854518
986	0.1043716219
987	0.1043233756
988	0.1043071239
989	0.1042870843
990	0.1042527022
991	0.1042312583
992	0.1041974345
993	0.1041642164
994	0.104123861
995	0.1040922241
996	0.1040805453
997	0.1039995306
998	0.1039520597
999	0.1039243894
