,rooms,area,floor,total_floors,city,district,residential_complex,house_type,condition,bathroom,ceiling_height,house_age,floor_ratio,is_first_floor,is_last_floor,description_len,lat,lon,coordinates_found,price_per_m2,price
2074,3,80.0,2.0,10.0,Алматы,Ауэзовский р-н,7Su Nury,монолитный,свежий ремонт,раздельный,2.8,1,0.2,0,0,502,43.2149014,76.87683609999999,0,700000.0,56000000
2075,2,59.6,6.0,9.0,Астана,Есильский р-н,Manar,кирпичный,черновая отделка,совмещенный,3.0,1,0.6666666666666666,0,0,417,51.1079256,71.4273513,0,721476.51,43000000
2076,2,51.0,8.0,10.0,Алматы,Наурызбайский р-н,Хан Тенгри,монолитный,свежий ремонт,совмещенный,2.9,14,0.8,0,0,1349,43.2169826,76.8078742,0,784117.65,39990000
2077,2,57.9,5.0,12.0,Астана,Сарайшык р-н,Geneva 3,кирпичный,черновая отделка,совмещенный,3.0,1,0.4166666666666667,0,0,985,51.1153924,71.5130652,1,507772.02,29400000
2079,3,95.0,2.0,5.0,Шымкент,Каратауский р-н,unknown,кирпичный,"не новый, но аккуратный ремонт",раздельный,2.8,18,0.4,0,0,321,42.3512194,69.6236919,0,368421.05,35000000
2080,2,45.1,2.0,5.0,Алматы,Бостандыкский р-н,unknown,панельный,свежий ремонт,совмещенный,2.55,51,0.4,0,0,985,43.2261794,76.89391225,0,898004.43,40500000
2081,2,79.1,2.0,12.0,Алматы,Ауэзовский р-н,Apple Residence,монолитный,черновая отделка,раздельный,3.0,1,0.16666666666666666,0,0,1170,43.1859023,76.8668195,1,766118.84,60600000
2082,3,103.7,3.0,3.0,Алматы,Бостандыкский р-н,unknown,unknown,свежий ремонт,unknown,3.2,1,1.0,0,1,307,43.1731449,76.9075122,1,935390.55,97000000
2083,1,34.0,4.0,5.0,Алматы,Алатауский р-н,unknown,кирпичный,unknown,совмещенный,2.85,44,0.8,0,0,48,43.2573448,76.8625234,1,661764.71,22500000
2084,1,38.0,2.0,8.0,Астана,Есильский р-н,Арнау,кирпичный,unknown,unknown,2.7,9,0.25,0,0,397,51.1079256,71.4273513,0,723684.21,27500000
2085,2,51.0,8.0,9.0,Астана,Есильский р-н,MoD. Urban,монолитный,unknown,совмещенный,3.0,0,0.8888888888888888,0,0,1282,51.1079256,71.4273513,0,823529.41,42000000
2086,4,137.0,1.0,7.0,Алматы,Медеуский р-н,Hayat Meliora,кирпичный,свободная планировка,2 с/у и более,4.7,1,0.14285714285714285,1,0,1049,43.2494339,76.9800907,1,1456204.38,199500000
2087,3,104.0,11.0,18.0,Алматы,Бостандыкский р-н,Terracotta,монолитный,свежий ремонт,раздельный,3.0,4,0.6111111111111112,0,0,611,43.2894514,76.8359146,1,836538.46,87000000
2088,2,67.3,5.0,6.0,Алматы,Алатауский р-н,Buta Fenomen,монолитный,свежий ремонт,совмещенный,2.85,2,0.8333333333333334,0,0,1067,43.2609721,76.87274995,0,735512.63,49500000
2089,2,70.8,6.0,15.0,Астана,Сарайшык р-н,София,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.9,4,0.4,0,0,540,51.1184932,71.4974913,0,519774.01,36800000
2090,2,60.0,7.0,14.0,Астана,Алматы р-н,Bai-Tursyn,монолитный,черновая отделка,unknown,2.85,3,0.5,0,0,790,51.1278137,71.4580125,1,498333.33,29900000
2091,2,60.0,6.0,7.0,Астана,Есильский р-н,AVIATOR ll,кирпичный,свежий ремонт,совмещенный,2.7,2,0.8571428571428571,0,0,1147,51.0429616,71.4257624,1,483333.33,29000000
2092,3,83.9,10.0,18.0,Алматы,Бостандыкский р-н,RAMS City,монолитный,unknown,совмещенный,2.7,3,0.5555555555555556,0,0,1045,43.2186767,76.8877608,1,917759.24,77000000
2093,1,48.7,6.0,9.0,Астана,Алматы р-н,unknown,кирпичный,"не новый, но аккуратный ремонт",совмещенный,2.7,20,0.6666666666666666,0,0,668,51.1482655,71.4799107,1,462012.32,22500000
2094,3,88.0,14.0,15.0,Алматы,Медеуский р-н,Терренкур,монолитный,unknown,2 с/у и более,3.0,18,0.9333333333333333,0,0,876,43.2368583,76.9601945,1,1010227.27,88900000
2095,3,92.0,5.0,10.0,Алматы,Алатауский р-н,unknown,монолитный,unknown,раздельный,2.8,15,0.5,0,0,800,43.2505452,76.8253621,1,543369.57,49990000
2096,2,45.2,1.0,4.0,Алматы,Ауэзовский р-н,unknown,панельный,unknown,совмещенный,2.0,61,0.25,1,0,398,43.2149014,76.87683609999999,0,785398.23,35500000
2097,1,43.59,5.0,19.0,Астана,Сарыарка р-н,Turan Plaza,монолитный,unknown,совмещенный,2.7,-1,0.6,0,0,1440,51.1282205,71.4306682,1,510000.0,22230900
2098,4,130.0,13.0,15.0,Астана,Есильский р-н,Триумф Астаны,unknown,unknown,совмещенный,19.5,14,0.8666666666666667,0,0,934,51.1051908,71.4083428,1,630769.23,82000000
2099,2,71.0,11.0,17.0,Астана,Есильский р-н,Каратау,монолитный,свежий ремонт,раздельный,3.0,9,0.6470588235294118,0,0,1636,51.1079256,71.4273513,0,598591.55,42500000
2100,1,48.1,9.0,16.0,Шымкент,Абайский р-н,unknown,монолитный,unknown,совмещенный,2.8,2,0.5625,0,0,16,42.3146962,69.5883282,0,602910.6,29000000
2101,3,57.7,3.0,4.0,Алматы,Ауэзовский р-н,unknown,панельный,unknown,совмещенный,2.85,64,0.75,0,0,981,43.2149014,76.87683609999999,0,727902.95,42000000
2102,1,40.5,10.0,12.0,Астана,Есильский р-н,Samal Park,кирпичный,unknown,unknown,3.0,1,0.8333333333333334,0,0,979,51.1079256,71.4443257,1,839506.17,34000000
2103,2,58.0,7.0,9.0,Астана,Нура р-н,Энергетик,кирпичный,"не новый, но аккуратный ремонт",раздельный,2.7,11,0.7777777777777778,0,0,389,51.1424785,71.3872006,1,551724.14,32000000
2104,3,70.34,5.0,9.0,Астана,Сарайшык р-н,Auez,монолитный,unknown,2 с/у и более,3.0,0,0.6,0,0,2119,51.1282205,71.4306682,1,660000.0,46424400
2105,1,45.0,12.0,12.0,Астана,Сарайшык р-н,Muz Tau,монолитный,unknown,совмещенный,3.0,1,1.0,0,1,153,51.1165215,71.5094877,1,566666.67,25500000
2106,1,40.0,7.0,9.0,Алматы,Алатауский р-н,Shahar City,монолитный,свежий ремонт,совмещенный,2.7,4,0.7777777777777778,0,0,783,43.2609721,76.87274995,0,625000.0,25000000
2107,2,42.3,8.0,17.0,Астана,Нура р-н,Turan Palace,монолитный,unknown,совмещенный,3.0,1,0.47058823529411764,0,0,571,51.0895183,71.3913166,1,706855.79,29900000
2108,3,113.0,11.0,16.0,Алматы,Бостандыкский р-н,ALA Park,монолитный,unknown,2 с/у и более,2.7,4,0.6875,0,0,570,43.2321249,76.8836582,1,1092920.35,123500000
2109,2,51.0,1.0,5.0,Алматы,Жетысуский р-н,unknown,панельный,свежий ремонт,совмещенный,2.85,39,0.2,1,0,491,43.1747717,76.8005483,1,568627.45,29000000
2110,3,56.0,4.0,5.0,Алматы,Медеуский р-н,unknown,панельный,unknown,раздельный,2.7,52,0.8,0,0,575,43.2553379,76.9529368,1,791071.43,44300000
2111,3,80.0,1.0,9.0,Алматы,Бостандыкский р-н,unknown,панельный,unknown,раздельный,2.7,37,0.1111111111111111,1,0,1208,43.2357273,76.8751749,1,624875.0,49990000
2112,3,78.0,4.0,21.0,Астана,Алматы р-н,Highvill Ishim C,монолитный,свежий ремонт,2 с/у и более,3.0,5,0.19047619047619047,0,0,0,50.30815,57.15929,1,923077.04,72000009
2113,1,37.3,7.0,9.0,Алматы,Жетысуский р-н,Saulet,монолитный,черновая отделка,совмещенный,2.7,0,0.7777777777777778,0,0,898,43.1894256,77.0163427,1,1045576.41,39000000
2114,2,44.0,5.0,5.0,Алматы,Алмалинский р-н,unknown,панельный,требует ремонта,раздельный,2.85,48,1.0,0,1,966,43.243239,76.9008634,1,795454.55,35000000
2115,2,95.0,11.0,18.0,Алматы,Бостандыкский р-н,Оркендеу,монолитный,"не новый, но аккуратный ремонт",2 с/у и более,3.0,9,0.6111111111111112,0,0,736,43.1747295,76.9719526,1,734736.84,69800000
2116,3,76.0,12.0,16.0,Алматы,Бостандыкский р-н,RAMS City,монолитный,unknown,unknown,2.7,3,0.75,0,0,595,43.2186767,76.8877608,1,914473.68,69500000
2118,1,35.0,3.0,5.0,Алматы,Алмалинский р-н,unknown,кирпичный,свежий ремонт,совмещенный,2.85,59,0.6,0,0,13,43.2514148,76.9454813,1,1514285.71,53000000
2119,1,38.7,13.0,16.0,Астана,Нура р-н,Hokkaido,монолитный,черновая отделка,unknown,2.7,1,0.8125,0,0,458,51.1282205,71.3890349,0,503875.97,19500000
2120,2,41.0,3.0,9.0,Астана,Есильский р-н,Manar,кирпичный,свежий ремонт,совмещенный,3.0,2,0.3333333333333333,0,0,680,51.1079256,71.4273513,0,853658.54,35000000
2121,3,70.0,15.0,21.0,Астана,Есильский р-н,Arai Towers,монолитный,unknown,совмещенный,3.0,1,0.7142857142857143,0,0,1353,51.0859202,71.4251721,1,971428.57,68000000
2122,2,50.1,2.0,5.0,Алматы,Алмалинский р-н,unknown,кирпичный,"не новый, но аккуратный ремонт",раздельный,2.7,45,0.4,0,0,1130,43.2512381,76.915713,1,828343.31,41500000
2123,2,58.0,3.0,6.0,Алматы,Алатауский р-н,Ырысты,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.7,4,0.5,0,0,347,43.2609721,76.87274995,0,646551.72,37500000
2124,2,79.63,3.0,22.0,Астана,Есильский р-н,Nexpo Classic Style,монолитный,требует ремонта,2 с/у и более,3.0,0,0.13636363636363635,0,0,1032,51.0849484,71.4120027,1,841391.44,67000000
2125,1,40.4,5.0,9.0,Астана,Сарайшык р-н,Yrys,кирпичный,черновая отделка,совмещенный,2.8,2,0.5555555555555556,0,0,948,51.1362795,71.5561335,1,433168.32,17500000
2126,1,46.42,6.0,9.0,Астана,Сарайшык р-н,Kemenger,unknown,unknown,unknown,3.0,0,0.6666666666666666,0,0,152,51.1161626,71.4732234,1,753985.35,35000000
2127,3,70.8,6.0,9.0,Алматы,Бостандыкский р-н,unknown,панельный,unknown,раздельный,2.85,39,0.6666666666666666,0,0,728,43.220567,76.9233182,1,783898.31,55500000
2128,3,70.0,2.0,9.0,Астана,Нура р-н,Arena Vista,монолитный,черновая отделка,unknown,3.0,0,0.2222222222222222,0,0,733,51.1030123,71.3959146,1,785714.29,55000000
2129,2,63.0,5.0,17.0,Алматы,Ауэзовский р-н,Navoi 3.0,монолитный,свежий ремонт,совмещенный,2.7,3,0.29411764705882354,0,0,1343,43.1961001,76.8878161,1,901587.3,56800000
2130,2,40.0,1.0,12.0,Астана,Нура р-н,Madrid 2,кирпичный,unknown,совмещенный,3.5,3,0.08333333333333333,1,0,343,51.1282205,71.3890349,0,572500.0,22900000
2131,2,57.0,8.0,12.0,Алматы,Алмалинский р-н,Tarlan,монолитный,unknown,unknown,3.0,0,0.6666666666666666,0,0,962,43.2500749,76.9082224,0,804736.84,45870000
2132,2,45.1,4.0,12.0,Астана,Есильский р-н,Only Sun,монолитный,unknown,unknown,12.0,6,0.3333333333333333,0,0,765,51.1079256,71.4273513,0,709534.37,32000000
2133,3,72.0,4.0,12.0,Астана,Нура р-н,Grand Champion,кирпичный,свежий ремонт,совмещенный,3.0,4,0.3333333333333333,0,0,1571,51.1397506,71.4778587,1,750000.0,54000000
2134,3,68.0,1.0,5.0,Алматы,Ауэзовский р-н,unknown,кирпичный,"не новый, но аккуратный ремонт",раздельный,2.75,36,0.2,1,0,772,43.2149014,76.87683609999999,0,727941.18,49500000
2135,3,65.0,5.0,9.0,Астана,Нура р-н,Атамари,кирпичный,unknown,unknown,3.0,2,0.5555555555555556,0,0,333,51.1160425,71.4002384,1,536923.08,34900000
2136,3,61.1,1.0,5.0,Шымкент,Аль-Фарабийский р-н,Береке,кирпичный,unknown,совмещенный,3.0,7,0.2,1,0,342,42.3146962,69.5899715,0,450081.83,27500000
2137,2,42.2,4.0,4.0,Алматы,Ауэзовский р-н,unknown,панельный,свежий ремонт,совмещенный,2.7,60,1.0,0,1,1240,43.2130985,76.8778645,1,675355.45,28500000
2138,2,43.8,4.0,5.0,Шымкент,Аль-Фарабийский р-н,unknown,панельный,"не новый, но аккуратный ремонт",раздельный,2.5,44,0.8,0,0,336,42.3017728,69.5889409,1,468036.53,20500000
2139,3,89.0,5.0,12.0,Астана,Нура р-н,Qaiyndy 3,кирпичный,unknown,unknown,3.0,1,0.4166666666666667,0,0,1515,51.167137,71.3687545,1,635955.06,56600000
2140,2,57.6,3.0,5.0,Астана,Есильский р-н,Багыстан,панельный,свежий ремонт,раздельный,2.75,2,0.6,0,0,47,51.0836163,71.4877754,1,546875.0,31500000
2141,2,50.9,5.0,9.0,Алматы,Наурызбайский р-н,Alma City 5,монолитный,unknown,совмещенный,2.7,4,0.5555555555555556,0,0,364,43.2169826,76.8078742,0,589390.96,30000000
2142,2,59.5,9.0,10.0,Алматы,Наурызбайский р-н,Alma City 2,монолитный,unknown,unknown,10.0,4,0.9,0,0,330,43.2169826,76.8078742,0,554621.85,33000000
2143,1,37.7,1.0,12.0,Алматы,Алатауский р-н,Алмалы,монолитный,unknown,совмещенный,2.7,7,0.08333333333333333,1,0,179,43.2609721,76.87274995,0,663129.97,25000000
2144,2,50.0,2.0,9.0,Алматы,Ауэзовский р-н,Asyl Tas,монолитный,unknown,совмещенный,3.0,1,0.2222222222222222,0,0,706,43.2149014,76.87683609999999,0,1140000.0,57000000
2145,2,60.0,5.0,6.0,Алматы,Алатауский р-н,Arena City. Sport,монолитный,unknown,unknown,2.7,1,0.8333333333333334,0,0,1189,43.2720709,76.817708,1,733333.33,44000000
2146,2,85.1,17.0,22.0,Астана,Сарыарка р-н,unknown,unknown,"не новый, но аккуратный ремонт",раздельный,2.85,6,0.7727272727272727,0,0,1459,51.1835706,71.35629,1,540540.54,46000000
2147,1,31.5,5.0,5.0,Алматы,Бостандыкский р-н,unknown,панельный,unknown,совмещенный,2.8,42,1.0,0,1,495,43.2390108,76.8999151,1,1015873.02,32000000
2148,2,36.39,2.0,9.0,Астана,Есильский р-н,Family Nest,монолитный,черновая отделка,совмещенный,2.7,0,0.2222222222222222,0,0,1340,51.1291753,71.3960526,1,643033.8,23400000
2149,3,59.0,9.0,16.0,Шымкент,Абайский р-н,unknown,монолитный,unknown,unknown,2.85,2,0.5625,0,0,777,42.3146962,69.5883282,0,525423.73,31000000
2150,4,125.0,2.0,10.0,Астана,Нура р-н,GreenLine.Tokyo,монолитный,unknown,раздельный,3.0,4,0.2,0,0,1237,51.1363893,71.3994495,1,940000.0,117500000
2151,3,110.0,2.0,5.0,Шымкент,Туран р-н,unknown,кирпичный,unknown,unknown,3.0,9,0.4,0,0,58,42.315744800000004,69.5883282,0,609090.91,67000000
2152,4,100.0,5.0,5.0,Алматы,Алатауский р-н,unknown,unknown,свежий ремонт,раздельный,2.75,26,1.0,0,1,552,43.2564179,76.8631908,1,580000.0,58000000
2153,4,80.0,3.0,5.0,Алматы,Бостандыкский р-н,unknown,панельный,unknown,раздельный,2.8,40,0.6,0,0,1984,43.2342801,76.8820948,1,768750.0,61500000
2154,2,36.0,8.0,9.0,Астана,Алматы р-н,Айбике,кирпичный,"не новый, но аккуратный ремонт",совмещенный,2.7,3,0.8888888888888888,0,0,386,51.1222023,71.5049744,1,611111.11,22000000
2155,1,48.0,6.0,9.0,Астана,Есильский р-н,Asyl Besterek,монолитный,unknown,unknown,3.0,2,0.6666666666666666,0,0,847,51.0849982,71.4365059,1,727083.33,34900000
2156,1,30.0,2.0,5.0,Астана,Алматы р-н,unknown,панельный,unknown,совмещенный,2.5,40,0.4,0,0,495,51.1558684,71.4868748,1,556666.67,16700000
2157,2,62.2,5.0,9.0,Астана,Сарайшык р-н,Future Home Astana,кирпичный,свободная планировка,раздельный,2.7,1,0.5555555555555556,0,0,453,51.1184932,71.4974913,0,426045.02,26500000
2158,4,116.55,5.0,10.0,Астана,Сарыарка р-н,Arai Apartments,кирпичный,черновая отделка,2 с/у и более,3.0,1,0.5,0,0,1486,51.1723991,71.3938913,0,450450.45,52500000
2159,1,17.6,2.0,2.0,Алматы,Наурызбайский р-н,unknown,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.7,7,1.0,0,1,536,43.2169826,76.8078742,0,653409.09,11500000
2160,2,62.0,4.0,9.0,Алматы,Ауэзовский р-н,unknown,монолитный,свежий ремонт,раздельный,2.8,18,0.4444444444444444,0,0,139,43.2149014,76.87683609999999,0,612903.23,38000000
2161,1,41.5,2.0,18.0,Астана,Есильский р-н,Sauran Towers,монолитный,unknown,unknown,2.8,8,0.1111111111111111,0,0,724,51.0965532,71.4109643,1,720481.93,29900000
2162,2,54.0,8.0,16.0,Алматы,Алмалинский р-н,RAMS EVO,монолитный,unknown,совмещенный,3.0,0,0.5,0,0,813,43.2245917,76.8033919,1,768518.52,41500000
2163,2,45.5,2.0,5.0,Алматы,Алатауский р-н,unknown,unknown,"не новый, но аккуратный ремонт",совмещенный,2.5,8,0.4,0,0,689,43.2609721,76.87274995,0,560439.56,25500000
2164,1,39.0,7.0,8.0,Астана,unknown,Green House Premium,кирпичный,черновая отделка,unknown,3.0,0,0.875,0,0,385,51.1182309,71.4599642,1,538461.54,21000000
2165,2,88.0,1.0,9.0,Шымкент,Каратауский р-н,Бахыт,монолитный,"не новый, но аккуратный ремонт",совмещенный,3.0,4,0.1111111111111111,1,0,104,42.3512194,69.6236919,0,568181.82,50000000
2166,1,52.68,5.0,14.0,Астана,Сарайшык р-н,Isma,монолитный,unknown,совмещенный,3.2,1,0.6,0,0,2664,51.1282205,71.4306682,1,716000.0,37718880
2167,1,30.0,12.0,13.0,Алматы,Турксибский р-н,Радужный берег,монолитный,свежий ремонт,совмещенный,2.8,10,0.9230769230769231,0,0,67,43.3418875,76.9934953,1,900000.0,27000000
2168,1,37.0,15.0,16.0,Астана,Сарыарка р-н,Мирный дом,unknown,unknown,совмещенный,3.0,2,0.9375,0,0,489,51.1721386,71.3676718,1,616216.22,22800000
2170,3,70.0,11.0,12.0,Алматы,Алмалинский р-н,O'NER,монолитный,свежий ремонт,совмещенный,2.7,4,0.9166666666666666,0,0,949,43.2823045,76.821622,1,1142857.14,80000000
2171,3,118.0,8.0,19.0,Астана,Сарыарка р-н,Монблан де Люкс,монолитный,свежий ремонт,2 с/у и более,2.7,11,0.42105263157894735,0,0,1735,51.1627939,71.4635738,1,461864.41,54500000
2172,3,96.4,9.0,9.0,Шымкент,Аль-Фарабийский р-н,unknown,кирпичный,unknown,раздельный,3.1,1,1.0,0,1,78,42.3146962,69.5899715,0,622406.64,60000000
2173,1,41.7,1.0,9.0,Алматы,Ауэзовский р-н,ASYL MURA,монолитный,требует ремонта,совмещенный,3.0,0,0.1111111111111111,1,0,495,43.2149014,76.87683609999999,0,983213.41,40999999
2174,2,70.2,2.0,8.0,Астана,Нура р-н,Асем Тас 2,кирпичный,unknown,совмещенный,3.0,6,0.25,0,0,1308,51.1152444,71.4146265,1,697991.45,48999000
2175,3,86.6,2.0,2.0,Алматы,Медеуский р-н,unknown,кирпичный,"не новый, но аккуратный ремонт",раздельный,2.7,45,1.0,0,1,883,43.25297095,76.95745545,0,794457.27,68800000
2176,2,50.0,9.0,12.0,Шымкент,unknown,Grand Park. Terra,монолитный,unknown,совмещенный,2.7,1,0.75,0,0,298,42.278997,69.6502703,1,620000.0,31000000
2177,1,36.4,7.0,9.0,Алматы,Наурызбайский р-н,Alatau Plus,монолитный,черновая отделка,нет,2.7,0,0.7777777777777778,0,0,430,43.2169826,76.8078742,0,626373.63,22800000
2178,1,31.0,5.0,9.0,Алматы,Наурызбайский р-н,Alem city 2,монолитный,unknown,совмещенный,3.0,2,0.5555555555555556,0,0,622,43.2169826,76.8078742,0,806451.61,25000000
2179,2,55.0,4.0,9.0,Алматы,Алмалинский р-н,Shabyt,монолитный,черновая отделка,совмещенный,3.1,1,0.4444444444444444,0,0,910,43.2721234,76.9305267,1,909090.91,50000000
2180,1,35.0,3.0,9.0,Шымкент,Каратауский р-н,unknown,монолитный,unknown,совмещенный,2.85,9,0.3333333333333333,0,0,176,42.3512194,69.6236919,0,471428.57,16500000
2181,2,92.0,17.0,20.0,Алматы,Алмалинский р-н,Манхеттен (29 квартал),монолитный,"не новый, но аккуратный ремонт",раздельный,3.0,15,0.85,0,0,907,43.2433487,76.8771379,1,652173.91,60000000
2182,3,87.0,11.0,12.0,Астана,Нура р-н,Park City Forum,монолитный,черновая отделка,2 с/у и более,3.0,1,0.9166666666666666,0,0,448,51.1428506,71.3596759,1,488505.75,42500000
2183,3,104.1,8.0,9.0,Алматы,Бостандыкский р-н,Сакура,монолитный,unknown,раздельный,3.3,7,0.8888888888888888,0,0,1064,43.1891273,76.9309243,1,1057444.76,110080000
2184,4,115.5,2.0,6.0,Алматы,Медеуский р-н,Dream City. Art,монолитный,черновая отделка,2 с/у и более,2.73,-1,0.3333333333333333,0,0,1512,43.3022909,77.0251931,1,692640.69,80000000
2185,4,141.46,5.0,12.0,Астана,Есильский р-н,Sanara,монолитный,unknown,2 с/у и более,3.0,-1,0.6,0,0,2075,51.1282205,71.4306682,1,685000.0,96900100
2186,3,61.3,5.0,5.0,Алматы,Алмалинский р-н,unknown,панельный,"не новый, но аккуратный ремонт",совмещенный,2.6,46,1.0,0,1,469,43.2500749,76.9082224,0,652528.55,40000000
2187,3,124.9,9.0,13.0,Алматы,Бостандыкский р-н,Аэлита,монолитный,unknown,2 с/у и более,3.0,19,0.6923076923076923,0,0,1280,43.2083195,76.9138463,1,824659.73,103000000
2188,3,129.6,2.0,10.0,Алматы,Бостандыкский р-н,КОМФОРТ,монолитный,unknown,unknown,2.8,10,0.2,0,0,725,43.2028487,76.8987563,1,910493.83,118000000
2189,1,42.0,2.0,5.0,Шымкент,Каратауский р-н,unknown,монолитный,свежий ремонт,совмещенный,3.0,8,0.4,0,0,239,42.3512194,69.6236919,0,404761.9,17000000
2190,2,57.65,5.0,14.0,Шымкент,Абайский р-н,Arman Qala. Family,монолитный,unknown,совмещенный,2.7,0,0.6,0,0,1721,42.3146962,69.5883282,1,486000.0,28017900
2191,2,54.0,5.0,9.0,Шымкент,Каратауский р-н,unknown,unknown,unknown,раздельный,2.5,9,0.5555555555555556,0,0,216,42.3512194,69.6236919,0,407407.41,22000000
2192,2,45.0,17.0,17.0,Астана,р-н Байконур,unknown,монолитный,unknown,совмещенный,2.7,17,1.0,0,1,349,51.1638959,71.4446272,1,353333.33,15900000
2193,1,28.0,6.0,10.0,Алматы,Наурызбайский р-н,Alem City 3,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.7,7,0.6,0,0,339,43.2169826,76.8078742,0,732142.86,20500000
2194,1,40.3,2.0,12.0,Алматы,Медеуский р-н,Exclusive Time,монолитный,unknown,совмещенный,2.8,6,0.16666666666666666,0,0,514,43.25297095,76.95745545,0,1439205.96,58000000
2195,1,39.62,5.0,9.0,Астана,Нура р-н,Gasyr,монолитный,unknown,совмещенный,3.0,0,0.6,0,0,1812,51.1282205,71.4306682,1,684308.43,27112300
2196,3,67.7,12.0,13.0,Алматы,Ауэзовский р-н,Амаль,монолитный,свежий ремонт,2 с/у и более,2.8,6,0.9230769230769231,0,0,1663,43.2425511,76.9484505,1,827178.73,56000000
2197,2,91.9,6.0,16.0,Алматы,Наурызбайский р-н,Премьера,монолитный,unknown,совмещенный,2.8,14,0.375,0,0,321,43.2169826,76.8078742,0,457018.5,42000000
2198,2,67.5,1.0,9.0,Астана,Есильский р-н,"Есиль (Бокейхана, 17)",кирпичный,unknown,совмещенный,2.75,11,0.1111111111111111,1,0,913,51.1079256,71.4273513,0,525925.93,35500000
2199,1,37.0,1.0,9.0,Астана,Алматы р-н,Керей,кирпичный,unknown,unknown,2.7,5,0.1111111111111111,1,0,243,51.1230297,71.4995146,1,559459.46,20700000
2200,2,50.1,5.0,9.0,Астана,Сарайшык р-н,unknown,кирпичный,"не новый, но аккуратный ремонт",unknown,2.85,6,0.5555555555555556,0,0,460,51.1327248,71.5134304,1,598802.4,30000000
2201,1,30.16,9.0,9.0,Астана,Есильский р-н,Dala Jusan,кирпичный,unknown,unknown,3.0,-1,1.0,0,1,377,51.1012755,71.38825,1,643900.0,19420024
2202,2,55.0,5.0,9.0,Астана,Сарайшык р-н,Айдидар 3,кирпичный,свежий ремонт,совмещенный,2.7,6,0.5555555555555556,0,0,354,51.1182309,71.4599642,1,636363.64,35000000
2203,3,134.0,3.0,20.0,Алматы,Алмалинский р-н,Манхеттен (29 квартал),монолитный,"не новый, но аккуратный ремонт",2 с/у и более,2.8,15,0.15,0,0,1196,43.2500975,76.8743089,1,559701.49,75000000
2204,3,80.0,2.0,13.0,Алматы,Алмалинский р-н,12 месяцев,монолитный,unknown,2 с/у и более,2.8,1,0.15384615384615385,0,0,703,43.2511356,76.9189747,1,673750.0,53900000
2205,3,129.0,7.0,16.0,Алматы,Наурызбайский р-н,Премьера,монолитный,unknown,2 с/у и более,2.8,14,0.4375,0,0,353,43.2169826,76.8078742,0,386821.71,49900000
2206,2,46.0,2.0,4.0,Алматы,Ауэзовский р-н,unknown,unknown,свежий ремонт,совмещенный,2.7,63,0.5,0,0,1245,43.2149014,76.87683609999999,0,717391.3,33000000
2207,1,33.0,1.0,5.0,Алматы,Алатауский р-н,Северный,монолитный,unknown,совмещенный,2.8,4,0.2,1,0,417,43.3516967,76.9283871,1,621212.12,20500000
2208,3,92.6,4.0,4.0,Алматы,Турксибский р-н,Атмосфера,монолитный,черновая отделка,2 с/у и более,3.06,2,1.0,0,1,1304,43.3107502,76.95789,0,593952.48,55000000
2209,4,87.0,12.0,12.0,Алматы,Наурызбайский р-н,Sensata City,монолитный,unknown,2 с/у и более,2.7,4,1.0,0,1,967,43.1518922,77.0137328,1,798850.57,69500000
2210,1,41.5,8.0,9.0,Алматы,Ауэзовский р-н,unknown,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.8,20,0.8888888888888888,0,0,586,43.2149014,76.87683609999999,0,771084.34,32000000
2211,3,58.0,1.0,5.0,Алматы,Ауэзовский р-н,unknown,панельный,"не новый, но аккуратный ремонт",совмещенный,2.7,54,0.2,1,0,1992,43.2149014,76.87683609999999,0,620689.66,36000000
2212,4,94.0,4.0,12.0,Алматы,Алатауский р-н,unknown,unknown,свежий ремонт,2 с/у и более,2.7,2,0.3333333333333333,0,0,1486,43.2609721,76.87274995,0,904255.32,85000000
2213,2,46.1,3.0,4.0,Алматы,Алмалинский р-н,unknown,панельный,unknown,совмещенный,2.85,62,0.75,0,0,507,43.2500749,76.9082224,0,802603.04,37000000
2214,2,50.9,10.0,16.0,Алматы,Бостандыкский р-н,Riviera,монолитный,черновая отделка,unknown,2.85,7,0.625,0,0,118,43.2306088,76.8771668,1,825147.35,42000000
2215,1,35.0,6.0,10.0,Алматы,Ауэзовский р-н,City Plus 3,монолитный,свежий ремонт,совмещенный,2.8,2,0.6,0,0,873,43.2149014,76.87683609999999,0,842857.14,29500000
2216,1,36.7,2.0,12.0,Алматы,Алатауский р-н,Алмалы,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.7,7,0.16666666666666666,0,0,398,43.2609721,76.87274995,0,762942.78,28000000
2217,3,80.0,14.0,16.0,Алматы,Бостандыкский р-н,RAMS City,монолитный,unknown,2 с/у и более,2.7,3,0.875,0,0,1202,43.2186767,76.8877608,1,887500.0,71000000
2218,1,44.28,5.0,9.0,Шымкент,Аль-Фарабийский р-н,4YOU Shymkent,монолитный,unknown,совмещенный,3.0,0,0.6,0,0,3030,42.3146962,69.5883282,1,710000.0,31438800
