,geocode_query,lat,lon
2294,"Алматы, Алатауский р-н, Северное кольцо 86/14",43.3117819,76.8969563
2295,"Алматы, Щепкина участок 42",,
2296,"Астана, Мангилик Ел 54/1",51.0892466,71.4258818
2297,"Астана, Улы Дала Е669",,
2298,"Алматы, улица Сагадата Нурмагамбетова",43.2496497,76.9846764
2299,"Алматы, Нурмакова 150",43.2545971,76.9060478
2300,"Алматы, мкр Дарабоз 25а",,
2301,"Астана, Ильяса Омарова 11",51.135407,71.3681804
2302,"Астана, 38 улица 29",51.087816,71.4460265
2303,"Астана, Е103 1",6.1522787,100.4052815
2304,"Астана, Толе би 61",51.134262,71.3961796
2305,"Астана, Е 535 4",51.1160425,71.4002384
2306,"Алматы, Микрорайон Кайрат",,
2307,"Алматы, мкр Шугыла 2/13",,
2308,"Астана, Илияс Омаров 12/1",51.1341856,71.3682536
2309,"Астана, просп. Сарыарка 1",51.1681669,71.4097311
2310,"Астана, Достык",51.1805524,71.4300407
2311,"Алматы, Мкр. Аксай-3А",,
2312,"Алматы, Макатаева 131/3",43.2627276,76.9186154
2313,"Алматы, Сейдимбек",43.1837925,76.8409005
2314,"Астана, Кайым Мухамедханов 23а",,
2315,"Алматы, мкр Карагайлы, Кенесары хана 54/22",,
2316,"Астана, Аль- Фараби 46",51.1789723,71.4660386
2317,"Алматы, мкр Кулагер, Мкр Кулагер ул. Серикова",,
2318,"Астана, Роза Багланова 6",51.1159349,71.3919024
2319,"Алматы, мкр Тастак-2, Айманова 3",,
2320,"Алматы, мкр Таугуль 42",,
2321,"Алматы, мкр Акбулак, 1 75",,
2322,"Алматы, мкр Тастак-3 59",,
2323,"Алматы, мкр Шугыла, Жунисова 2/13 2/13 к 5",,
2324,"Астана, Сығанақ 24",51.1287727,71.3857408
2325,"Алматы, мкр. Мамыр-7 21блокБ",,
2326,"Алматы, Шевченко 164 Г",43.2425951,76.9051714
2327,"Алматы, мкр Сайран",,
2328,"Алматы, Баишева 28",43.2679637,76.9581863
2329,"Алматы, Абая 163",43.2951916,76.8400794
2330,"Астана, Нажимеденова 38",51.1119959,71.5126483
2331,"Алматы, Панфилова 103",43.2609885,76.9431498
2332,"Астана, Мукан Тулебаев 5а",,
2333,"Шымкент, 16-й микрорайон, 16-й микрорайон 21",,
2334,"Астана, Ракымжан Кошкарбаев 37",,
2335,"Алматы, Айманова",43.2315461,76.8984585
2336,"Алматы, Алтын Орда 6 18",43.2178302,76.7762996
2337,"Алматы, мкр Жас Канат 1/68",,
2338,"Астана, Карталинская 29/1",51.1973212,71.3868753
2339,"Алматы, мкр Курылысшы, Кокорай 46",,
2340,"Алматы, мкр Кайрат, ПК Кунаева",,
2341,"Алматы, Самал 58",43.2292054,76.951275
2342,"Алматы, Богенбай батыра 279",43.2500749,76.8953688
2343,"Астана, Бухар Жырау 28а",51.0993827,71.4321172
2344,"Астана, Богенбай батыра 7",51.1770209,71.3931962
2345,"Астана, Сарайшык 5",51.135959,71.4227297
2346,"Алматы, мкр Кемел (Первомайское) 40 а",,
2347,"Астана, ул. Акан Серы 18",51.1879101,71.3818727
2348,"Алматы, мкр Акбулак 3",,
2349,"Астана, Ракымжан Кошкарбаев",,
2350,"Шымкент, мкр Кайтпас 2, Кокшетау 2a",,
2351,"Астана, ул. Шаймердена Косшыгулулы 6/1",51.1686332,71.3938913
2352,"Алматы, ул. Ауэзова 126",43.2292574,76.9058733
2353,"Алматы, мкр Достык",,
2354,"Алматы, Жунисова 2/25",43.225519,76.786947
2355,"Алматы, ул. Саина 8",43.3534523,76.8428582
2356,"Астана, Жошыхан 7",,
2357,"Астана, ул. Абикен Бектуров 17",51.1211465,71.3977322
2358,"Астана, Сызганова 1/2 7",,
2359,"Алматы, мкр Айнабулак-1 22 В",,
2360,"Астана, Жубанова 27",51.1694131,71.4654096
2361,"Астана, Акмешит 7, 7а, 7/1, 7/3",,
2362,"Шымкент, Байдибек би 126/6",42.3512334,69.6137356
2363,"Астана, Бухар жырау 20",51.1024903,71.4034939
2364,"Алматы, Северное кольцо",43.3504583,76.9222109
2365,"Алматы, Тимирязева",43.2272258,76.9156994
2366,"Алматы, Толе би 165",43.2525007,76.9071208
2367,"Астана, Кюйши Дины 22",,
2368,"Астана, Абикена Бектурова 11а",,
2369,"Астана, Нажимеденова",51.1204386,71.4633421
2370,"Алматы, мкр Зердели, Зерделі",,
2371,"Алматы, Есенжанова 82",43.2405965,76.8813286
2372,"Алматы, Ходжанова",43.2094667,76.8936678
2373,"Астана, Кургальжинское шоссе 104",,
2374,"Астана, Петрова 10",51.148671,71.4625174
2375,"Астана, Тасшокы, 4​ 4",51.1403763,71.4531039
2376,"Алматы, ул. Шарипа Омарова 1/4",,
2377,"Алматы, мкр Ожет, Жапсарбаева 68",,
2378,"Астана, Шаймерден Косшыгылулы 11",,
2379,"Астана, Туран 83/1",51.0850578,71.3862213
2380,"Астана, ул. Турара Рыскулова 18/1",,
2381,"Алматы, мкр Калкаман-1 5/9",,
2382,"Астана, Кабанбай батыра 42",51.1194055,71.4140073
2383,"Астана, Айтматова 65",51.1162686,71.3558575
2384,"Алматы, Мкр. Жетысу-3 64",,
2385,"Алматы, мкр Акбулак, Байтерекова 123",,
2386,"Шымкент, Володарского 2",42.3026557,69.5959598
2387,"Алматы, Жандосова 94/8Блок35А",,
2388,"Астана, Т. Шевченко 4А",,
2389,"Астана, Тауелсиздик 21/5",51.1187705,71.4669439
2390,"Астана, Омарова 9",51.1352463,71.367672
2391,"Алматы, Прокофьева 148",43.2438918,76.876036
2392,"Астана, Желтоксана 2/2",,
2393,"Алматы, Мкр. Астана 1/18к1",,
2394,"Алматы, Аль-Фараби 27",43.2221091,76.923863
2395,"Астана, Умбетей жырау 16",51.1190657,71.2754571
2396,"Астана, Аманжол Бөлекпаев 10",51.122703,71.4972375
2397,"Алматы, мкр Айнабулак-3 127",,
2398,"Астана, Кошкарбаева 56",51.1301381,71.5031112
2399,"Алматы, мкр Аксай-2 45",,
2400,"Астана, Алтынсарина",51.1894144,71.4115796
2401,"Шымкент, мкр Акжайык",,
2402,"Астана, Чингиз Айтматов 36/2",,
2403,"Астана, Тәуелсіздік 40",51.133802,71.4696097
2404,"Астана, Турара рыскулова 16/4",,
2405,"Астана, Калдаяков 23/2",51.1144434,71.4898273
2406,"Алматы, мкр Аккент 63",,
2407,"Шымкент, Просп. Нурсултана Назарбаева 22",42.3664756,69.6236919
2408,"Астана, Кабанбай батыра 56А",51.1001784,71.4078535
2409,"Астана, Сафуан Шаймерденов 8Б",51.1129737,71.5373741
2410,"Алматы, мкр Аксай-3, Аксай 3Б 7",,
2411,"Астана, А. Бокейханова 3B",,
2412,"Алматы, Жамбыла",43.2493666,76.9560631
2413,"Алматы, Спасская 61",43.3558293,76.951498
2414,"Алматы, Монтажная 22а",43.1928583,76.9574298
2415,"Алматы, мкр Нуркент, Мкр Нуркент (Алгабас-1) 67",,
2416,"Алматы, улица Тараз 7к1блок12",,
2417,"Астана, Аль-Фараби 14",51.097319,71.4528548
2418,"Астана, Тұран 55/3",51.1175514,71.3989257
2419,"Астана, Ильяса Омарова",51.1322196,71.3676812
2420,"Алматы, мкр Айнабулак-3",,
2421,"Алматы, мкр Шугыла, Шұғыла ш/а.",,
2422,"Алматы, Мкр. Аксай-3А 42",,
2423,"Алматы, Байтурсынова 72",43.244439,76.9277306
2424,"Алматы, ул. Каныша Сатпаева 90/67",43.2324575,76.87409
2425,"Алматы, Жазылбека 20",43.2032506,76.8662613
2426,"Алматы, Ул. Абиш Кекилбайулы",,
2427,"Астана, Манглик Ел",,
2428,"Шымкент, мкр Кайтпас 2, Байдибек би",,
2429,"Алматы, Мусрепова 24",43.3115066,77.2344322
2430,"Астана, Каршыга Ахмедьярова 3",51.1096549,71.5049993
2431,"Астана, Манглик Ел 58",,
2432,"Алматы, Жуалы",43.2285957,76.7912101
2433,"Алматы, мкр Аккент 55",,
2434,"Астана, Кабанбай батыра 64",51.0855678,71.4025939
2435,"Алматы, мкр Нуркент 28",,
2436,"Алматы, Тянь-Шанская",43.2654387,76.9664097
2437,"Астана, Жошы Хана 12",51.0988212,71.4378488
2438,"Астана, Абикен Бектуров 19",51.1171679,71.3958688
2439,"Алматы, мкр Кулагер, И.Омарова 73а",,
2440,"Алматы, мкр Кемел (Первомайское), Казанат 5",,
2441,"Астана, ​Чингиз Айтматов",,
2442,"Астана, Түркестан 28/2",51.1008104,71.4246466
2443,"Алматы, мкр Шугыла 340/36 к 10",,
2444,"Алматы, мкр Калкаман-1",,
2445,"Алматы, мкр Мадениет 834/1",,
2446,"Алматы, мкр Алгабас, Байтерекова 111",,
2447,"Астана, Санжара Асфендиярова 5",51.1332683,71.3812238
2448,"Астана, Мухамедханова 4, 4а, 4Б, 4/1, 4/2, 4/3",,
2449,"Астана, Култегин 17",51.1782851,71.4415205
2450,"Шымкент, Мұнайбарлаушылар 6",42.2185795,69.8042902
2451,"Алматы, мкр Кокмайса (Дорожник), мкр Дорожник",,
2452,"Астана, Бейбарыс Султан",51.1728973,71.3594164
2453,"Астана, ул. Е 118, уч. 2 2",,
2454,"Алматы, Жапсарбаева",43.3196082,76.8961637
2455,"Астана, Жошы Хан 12 Горячая цена! Дом Комфорт класса",,
2456,"Алматы, мкр Думан-2 62",,
2457,"Алматы, мкр Коктем-1, Маркова 39",,
2458,"Астана, Валиханова 23/1",,
2459,"Астана, Е-128 7/1",51.1534938,71.3443365
2460,"Астана, Калибек Куанышбаев, 11/3",,
2461,"Алматы, Майлина 32",43.3447133,77.008124
2462,"Алматы, Торайгырова",43.2016504,76.8744764
2463,"Шымкент, Байдибек би 113/2",42.3512334,69.6137356
2464,"Астана, Касыма Аманжолова 26/1",51.1197056,71.474988
2465,"Алматы, Сагадат Нурмагамбетов 28",43.2521024,76.9806057
2466,"Астана, Кудайбердыулы 23",50.2667275,57.1946692
2467,"Астана, Достык 8/3",51.1265379,71.4196518
2468,"Астана, Мәңгілік Ел 52",51.1074097,71.4301071
2469,"Алматы, мкр Карасу",,
2470,"Алматы, Юрия Гагарина",,
2471,"Алматы, мкр Айнабулак-3 135А",,
2472,"Шымкент, ул. Курманбекова 5",42.3215056,69.5647673
2473,"Шымкент, Есил 6",42.2933352,69.5958444
2474,"Шымкент, Восток 3а",42.350437,69.6392287
2475,"Алматы, Абая 7 микрорайон 3",,
2476,"Астана, E-446 36",51.1348285,71.4031733
2477,"Алматы, мкр Нуркент, Турара Рыскулова",,
2478,"Алматы, Толе би 298/6",43.2439239,76.8539321
2479,"Алматы, Жумалиева 76",43.2555447,76.9130828
2480,"Алматы, Мкр. Нуркент 78",,
2481,"Астана, Ұлы Дала 38а",50.2590518,57.1038533
2482,"Алматы, мкр Кайрат, ЖК Турар туркестан 115",,
2483,"Алматы, Жапсарбаева 68 блок 5",,
2484,"Алматы, Кашгарская 69/102",43.2406534,76.9292499
2485,"Астана, Рыскулбекова 17",51.1553012,71.4968163
2486,"Шымкент, мкр Нурсат 143",,
2487,"Алматы, Спасская",43.36528,76.9562645
2488,"Алматы, ул. Шарипа Омарова 15",,
2489,"Астана, Е-15 9А",51.1266035,71.3679184
2490,"Алматы, Гагарина 41",43.2449038,76.8932503
2491,"Астана, Момышулы 2/7",51.134536,71.4632963
2492,"Астана, Б.Момыш-ұлы 2Б",,
2493,"Астана, Просп. Туран 22",51.1405353,71.4107911
2494,"Астана, Нажимеденова 29",51.1119991,71.5232521
2495,"Алматы, мкр Аксай-3Б, Мкр «Аксай-3б» 30а",,
2496,"Астана, улица Ш.Косшыгулулы 6",,
2497,"Алматы, Коктерек 139/к4",43.2091136,76.7966088
2498,"Алматы, Навои 72",43.2152777,76.8827649
2499,"Алматы, Кенесары хана 54/28",43.1828203,76.8610146
2500,"Астана, Орынбор",51.1079929,71.4301343
2501,"Алматы, Торекулова 93",43.266246,76.9264381
2502,"Алматы, Ауэзова 64/3",43.2423914,76.9043431
2503,"Алматы, мкр №9 44",,
2504,"Алматы, мкр Калкаман-1, Жунисова",,
2505,"Алматы, Егизбаева 9/5",43.2320325,76.8860642
2506,"Астана, Касым Кайсенова 6/2",,
2507,"Астана, Кубрина 20/1",51.1699113,71.4019187
2508,"Алматы, мкр Тастак-3, Тургут озала 55",,
