feature,importance
district,19.01508253933836
ceiling_height,13.372823949889586
residential_complex,12.157889202936875
house_age,9.090894396992224
area,8.104810608260074
total_floors,8.06600341605933
city,6.555916430613452
condition,5.7701747907718
floor,4.856734577391383
bathroom,3.295855982977603
house_type,3.107616351276579
floor_ratio,2.6066327262547753
rooms,2.109143384691686
is_new_building,1.4650284980316628
is_last_floor,0.23012565675726437
is_first_floor,0.1952674877572541
