feature,importance
district,20.978424325190804
residential_complex,12.521388164933715
ceiling_height,10.751478007735681
house_age,10.123034395094706
area,7.914471543302103
city,6.555381726999366
condition,6.412042676998525
total_floors,6.008426896746171
description_len,4.267739936542943
house_type,4.027023704686651
bathroom,3.6365026736613513
floor_ratio,3.024152270086546
rooms,1.991916572902045
floor,1.1700893601765512
is_last_floor,0.37662374832564793
is_first_floor,0.24130399661723959
