feature,importance
area,38.63307973222727
district,12.059436906431609
house_age,8.162935366227437
rooms,7.478791198193968
ceiling_height,7.35921768556107
total_floors,4.401324063558124
city,4.161160451395732
condition,3.758485963631311
residential_complex,3.6872001905439022
floor,3.601423553546901
bathroom,2.490182453436006
house_type,2.2663803206492075
floor_ratio,1.8750408196974613
is_first_floor,0.041235903963337005
is_last_floor,0.024105390936459265
