feature,importance
district,17.265533121639507
residential_complex,13.241961069485498
ceiling_height,10.977637976945628
city,9.733765143349736
house_age,9.605252306855391
area,8.024640182153636
condition,6.955708149301895
total_floors,6.156368556766193
description_len,4.30243893367426
bathroom,3.572776368533067
house_type,3.4091829697525204
floor_ratio,2.6748378855652786
rooms,1.9355540465028687
floor,1.2639273885787594
is_last_floor,0.5856734333847479
is_first_floor,0.29474246751094474
