feature,importance
district,19.10617729331546
ceiling_height,12.646932041111322
residential_complex,12.526550843508117
house_age,9.574170034126816
total_floors,7.8937776294761735
area,7.640956592578147
condition,5.5699451099497
floor,5.185063621631669
city,4.98978428219759
area_per_room,4.228155038919417
bathroom,3.3366222717448375
house_type,3.013491760274168
floor_ratio,2.4394670699210343
rooms,1.376725453682374
is_last_floor,0.244084634139649
is_first_floor,0.22809632342337324
