feature,importance
district,21.07962981629762
ceiling_height,14.919320779008729
house_age,12.480377134565902
total_floors,12.081058692762387
area,8.139893903466323
condition,5.985386356398471
description_len,5.307948561291928
house_type,5.261580342963822
floor,4.976010415138922
floor_ratio,3.3759092101595725
bathroom,3.3633695969504402
rooms,2.5165661258139798
is_last_floor,0.3498251316685458
is_first_floor,0.16312393351333868
city,0.0
